epoch,D_loss,G_loss,content_loss,gan_loss
1,0.6738347721099853,1.7508756105105083,1.7452681438128153,0.5607468793789546
2,0.5883351735273997,1.1867028784751892,1.1803255593776703,0.6377321628729502
3,0.5327606062094371,1.00870255390803,1.0019811606407165,0.6721395579973857
4,0.5152750213940939,0.9423594303925832,0.935515976746877,0.6843455123901367
5,0.5092680629094442,0.8970920638243357,0.890205686489741,0.6886377827326456
6,0.5071771824359894,0.8607302788893382,0.8538291879494985,0.6901090017954509
7,0.5062502841154735,0.8304244363307953,0.8235166871547699,0.6907747360070546
8,0.504924711783727,0.8035708407560984,0.7966514273484548,0.6919412775834402
9,0.5043910757700603,0.781040696700414,0.7741182919343312,0.6922404213746389
10,0.504143877029419,0.7602181120713551,0.7532939243316651,0.692418593565623
11,0.5039627691109975,0.7417824590206146,0.7348568332195282,0.6925627934932709
12,0.5039277215798695,0.7266801498333613,0.7197542258103689,0.6925926180680593
13,0.503738531668981,0.7109963456789653,0.7040693296988805,0.6927013917764028
14,0.503600017229716,0.6970396296183268,0.6901112123330434,0.6928418533007303
15,0.50354776263237,0.6856025675932567,0.6786738377809525,0.6928731513023376
16,0.5094560702641805,0.6752975382407507,0.6684039894739787,0.6893549690643946
17,0.5049399594465892,0.664490243991216,0.6575726699829102,0.691757375796636
18,0.5035623971621196,0.6545711789528529,0.6476426756381989,0.6928503529230754
19,0.5034801204999287,0.6454091203212738,0.6384798912207286,0.692922990322113
20,0.5034377948443095,0.6360561046997706,0.6291265364487966,0.6929568644364675
21,0.5034012655417125,0.6293607260783514,0.6224308874209722,0.6929837540785472
22,0.5033776211738586,0.6206609231233596,0.6137309088309606,0.693001495997111
23,0.5033591540654501,0.6123754992087682,0.6054453245798747,0.6930175260702769
24,0.5033424750963846,0.6059760955969492,0.5990457765261332,0.6930318649609883
25,0.5033281175295512,0.5984293931722641,0.5914989058176676,0.6930489329497019
26,0.5033217958609263,0.5922952262560527,0.5853646781047185,0.6930548918247222
27,0.5033121073246002,0.5847184256712595,0.5777877507607142,0.6930675307909647
28,0.5033100481828053,0.5782211540142695,0.5712905017534892,0.693065254688263
29,0.5032973508040111,0.5720544799168905,0.5651237140099208,0.693076563278834
30,0.5032890073458354,0.5654115736484527,0.5584807608524959,0.6930810916423797
31,0.5032851211229961,0.5595071905851364,0.5525764461358388,0.6930744624137879
32,0.5033260317643483,0.5543324861923854,0.5474020528793335,0.693043562968572
33,0.5032621014118195,0.5485595411062241,0.5416285286347071,0.693101037343343
34,0.5032494695981343,0.5444865695635478,0.5375554958979288,0.6931073943773906
35,0.5032425936063131,0.5377203776439031,0.5307892698049546,0.6931109519799551
36,0.503237845102946,0.5349543378750483,0.5280232107639313,0.6931127691268921
37,0.5032336986064911,0.5301490525404612,0.5232178709904353,0.6931179376443227
38,0.5032319764296214,0.5263944717248281,0.5194632869958877,0.693118526538213
39,0.5032271667321523,0.5222491639852523,0.5153179315725962,0.6931230278809866
40,0.5032247682412465,0.5188547388712565,0.5119234919548035,0.6931245426336924
41,0.5032226212819417,0.5125121712684632,0.5055808999141057,0.6931273031234741
42,0.503221583366394,0.5091371639569601,0.502205886443456,0.6931280140082041
43,0.5032212209701538,0.506418052315712,0.4994867561260859,0.6931294433275859
44,0.5032180054982504,0.5029203275839488,0.4959890180826187,0.6931310407320659
45,0.5032176478703817,0.4992665809392929,0.4923352545499802,0.6931326536337534
46,0.5032167033354441,0.49663227001825966,0.48970093349615734,0.6931336088975271
47,0.5032159034411112,0.4929086124897003,0.48597727696100873,0.6931336482365926
48,0.5032141359647115,0.4898374138275782,0.48290605088075,0.6931363292535146
49,0.5032127213478088,0.48725491225719453,0.4803235403696696,0.6931372924645742
50,0.5032120589415232,0.48394717077414195,0.4770157893498739,0.6931380824247996
51,0.5032124662399292,0.4809571009874344,0.47402571598688764,0.6931383677323659
52,0.5032116035620372,0.47838966329892474,0.47145827372868854,0.6931387054920196
53,0.5032106284300486,0.4742042273283005,0.4672728266318639,0.6931399647394816
54,0.5032105366388957,0.4724914942185084,0.46556009074052174,0.6931403648853302
55,0.5033117107550303,0.46978873908519747,0.4628573707739512,0.6931366904576619
56,0.5032093075911204,0.467238965233167,0.4603075510263443,0.6931412927309673
57,0.503208360671997,0.46498522321383157,0.45805380086104075,0.6931422547499339
58,0.5032084230581919,0.46332263012727104,0.45639120995998383,0.6931423866748809
59,0.5032079815864563,0.46116285761197406,0.45423143049081166,0.6931428488095601
60,0.5032081639766693,0.4585324333111445,0.4516010046005249,0.6931429779529572
61,0.5032075373331706,0.4556037066380183,0.4486722715695699,0.6931434619426727
62,0.5032068149248758,0.4526380862792333,0.44570664564768475,0.6931439260641734
63,0.5032105664412181,0.4521651365359624,0.44523371299107867,0.6931421144803365
64,0.5032070060571034,0.4500349162022273,0.4431034743785858,0.693144040107727
65,0.5032068538665772,0.4476730958620707,0.44074165185292563,0.6931443969408672
66,0.5032060718536377,0.4451624329884847,0.4382309844096502,0.6931447601318359
67,0.5032061131795248,0.44404612720012665,0.4371146782239278,0.6931448729832967
68,0.5032061612606049,0.44270462592442833,0.43577317635218304,0.6931451221307119
69,0.5032056287924449,0.4391644873221715,0.4322330351670583,0.6931453120708465
70,0.5032056279977163,0.4379841617743174,0.4310527088244756,0.6931455246607463
71,0.5032055874665579,0.43608463327089947,0.42915317952632903,0.6931455453236898
72,0.5032057468096415,0.43456868827342987,0.4276372343301773,0.6931456081072489
73,0.5032054189840952,0.43351721465587617,0.42658575971921286,0.6931458274523418
74,0.5032055302460988,0.43161114076773327,0.42467968463897704,0.6931459299723307
75,0.5032057289282481,0.4312403712670008,0.4243089163303375,0.6931458079814911
76,0.5032129752635955,0.42788072148958844,0.4209492669502894,0.6931460165977478
77,0.517736873626709,0.42614429036776225,0.4193611619869868,0.6783128011226655
78,0.5033257492383321,0.42512813528378807,0.4181971691052119,0.6930966385205587
79,0.5032856635252635,0.42364058752854666,0.41670946876207987,0.693111793200175
80,0.5032628305753072,0.42249262313048047,0.4155614268779755,0.693119664589564
81,0.5032483259836833,0.4216133522987366,0.41468210935592653,0.693124398390452
82,0.5032380294799804,0.4197770071029663,0.41284572581450146,0.6931281201044719
83,0.5032301036516825,0.4177020094792048,0.4107706946134567,0.6931315342585246
84,0.5032242997487386,0.4174540062745412,0.41052267372608187,0.6931331861019134
85,0.5032210210959117,0.41497426668802895,0.408042916059494,0.6931350874900818
86,0.503219819466273,0.4143871500094732,0.4074557960033417,0.6931354784965515
87,0.5032170764605204,0.41299580812454223,0.4060644330581029,0.6931374375025431
88,0.5032152851422628,0.41146434942881266,0.4045329656203588,0.6931385203202566
89,0.5032129009564718,0.40985634525616965,0.40292494773864745,0.6931397000948588
90,0.503212821483612,0.4086740690469742,0.401742675503095,0.6931394350528717
91,0.5032119425137838,0.40795659363269804,0.4010251905520757,0.6931404451529185
92,0.5032107158501943,0.40797113716602323,0.40103972812493643,0.6931409331162771
93,0.5032101305325826,0.4061379587650299,0.39920654594898225,0.6931412168343862
