epoch,batch,D_loss,G_loss,content_loss,gan_loss
0,0,0.6922672986984253,4.0022454261779785,4.001538276672363,0.7069637179374695
0,1,0.6799799203872681,3.762129068374634,3.761399030685425,0.7301472425460815
0,2,0.6693164110183716,4.559360980987549,4.558635711669922,0.7250924110412598
0,3,0.6546438336372375,4.140807628631592,4.140074729919434,0.732867956161499
0,4,0.6505140066146851,4.327330112457275,4.32659912109375,0.7311317920684814
0,5,0.6438707709312439,4.048341274261475,4.047609329223633,0.7319058179855347
0,6,0.6214122772216797,4.269543647766113,4.268773078918457,0.7707918286323547
0,7,0.5997204780578613,4.073831558227539,4.073031902313232,0.7994665503501892
0,8,0.5732265114784241,3.5301434993743896,3.5292954444885254,0.848051905632019
0,9,0.5613783597946167,3.695439338684082,3.694568157196045,0.8711124062538147
0,10,0.531274139881134,3.8444063663482666,3.843475818634033,0.9304760098457336
0,11,0.513031005859375,4.000762939453125,3.9998021125793457,0.9607837200164795
0,12,0.49275097250938416,3.376143217086792,3.3751749992370605,0.9683281183242798
0,13,0.4749525785446167,3.64863920211792,3.6476402282714844,0.9990231394767761
0,14,0.43799078464508057,3.430562973022461,3.4294772148132324,1.0858526229858398
0,15,0.4246993064880371,3.6463680267333984,3.6452322006225586,1.1357985734939575
0,16,0.38632088899612427,3.358290433883667,3.3570332527160645,1.2572098970413208
0,17,0.3664088845252991,3.6252286434173584,3.623939037322998,1.289571762084961
0,18,0.3433675467967987,3.603783130645752,3.60245680809021,1.3262543678283691
0,19,0.31731539964675903,3.5255446434020996,3.5241432189941406,1.4015226364135742
0,20,0.2858262062072754,3.6019198894500732,3.600388526916504,1.531358242034912
0,21,0.272466242313385,3.2776477336883545,3.276151418685913,1.4962013959884644
0,22,0.2650603652000427,3.3998000621795654,3.398322820663452,1.4773385524749756
0,23,0.23282110691070557,3.4808309078216553,3.479203701019287,1.6272640228271484
0,24,0.22576777637004852,3.431431293487549,3.4298224449157715,1.6088072061538696
0,25,0.22358158230781555,3.508312463760376,3.5067410469055176,1.5713779926300049
0,26,0.19470155239105225,3.22892165184021,3.227123260498047,1.798284649848938
0,27,0.17152374982833862,3.2951900959014893,3.2932510375976562,1.9389445781707764
0,28,0.15407390892505646,3.0655782222747803,3.0635879039764404,1.9902751445770264
0,29,0.160185769200325,3.2778494358062744,3.2759714126586914,1.8780843019485474
