epoch,batch,D_loss,G_loss,content_loss,gan_loss
0,0,0.6921960115432739,3.410801887512207,3.410123348236084,0.6784262657165527
0,1,0.6756969690322876,3.6568737030029297,3.65613055229187,0.7430327534675598
0,2,0.6691979169845581,5.655233383178711,5.654488563537598,0.7450497150421143
0,3,0.6497595906257629,5.875669956207275,5.874902725219727,0.7670501470565796
0,4,0.646370530128479,4.2808942794799805,4.280149459838867,0.7448602318763733
0,5,0.6246767044067383,4.359818935394287,4.359052658081055,0.7661597728729248
0,6,0.6123754978179932,5.403238773345947,5.4024577140808105,0.780968189239502
0,7,0.588080644607544,4.199706554412842,4.198880672454834,0.8260036706924438
0,8,0.559531569480896,4.343567848205566,4.3426971435546875,0.8708975911140442
0,9,0.5354936122894287,4.3480024337768555,4.347103118896484,0.8994041681289673
0,10,0.5082302093505859,3.9936015605926514,3.992642402648926,0.959203839302063
0,11,0.4880201816558838,3.754952907562256,3.7539782524108887,0.9745408296585083
0,12,0.45522600412368774,3.891937255859375,3.890882968902588,1.0543471574783325
0,13,0.44762158393859863,3.6550095081329346,3.6539697647094727,1.039848804473877
0,14,0.412158727645874,3.7185635566711426,3.7174324989318848,1.1311535835266113
0,15,0.3967798352241516,3.6870081424713135,3.685857057571411,1.1509873867034912
0,16,0.3713913559913635,3.4387378692626953,3.4375498294830322,1.1880887746810913
0,17,0.36221906542778015,3.4994020462036133,3.4981772899627686,1.2247912883758545
0,18,0.33394694328308105,3.4235262870788574,3.4222469329833984,1.279373288154602
0,19,0.3305383324623108,3.5692496299743652,3.5679879188537598,1.261799931526184
0,20,0.3139914274215698,3.580214738845825,3.578930377960205,1.2844573259353638
0,21,0.2937506437301636,3.0096657276153564,3.0083117485046387,1.3538756370544434
0,22,0.28089725971221924,3.597993850708008,3.5966134071350098,1.3804817199707031
0,23,0.26492220163345337,3.7562074661254883,3.754751682281494,1.4558972120285034
0,24,0.23343947529792786,3.602173328399658,3.6005327701568604,1.6405367851257324
0,25,0.22915062308311462,3.728893280029297,3.7273061275482178,1.5872433185577393
0,26,0.21827666461467743,3.4483137130737305,3.4467012882232666,1.6123833656311035
0,27,0.18534544110298157,3.4924566745758057,3.4906208515167236,1.8358303308486938
0,28,0.19315440952777863,3.4649949073791504,3.46327543258667,1.7193934917449951
0,29,0.16275575757026672,3.363537549972534,3.361575126647949,1.9625179767608643
0,30,0.14901912212371826,3.4602630138397217,3.458212375640869,2.0506796836853027
0,31,0.14108406007289886,3.330496311187744,3.328401565551758,2.094630241394043
0,32,0.15658101439476013,3.3014519214630127,3.2995657920837402,1.8861525058746338
0,33,0.12754273414611816,3.1169564723968506,3.114802598953247,2.153801441192627
0,34,0.11497054249048233,3.0992112159729004,3.096982002258301,2.2291955947875977
0,35,0.09408365190029144,3.15394926071167,3.151369094848633,2.580251693725586
0,36,0.10565713047981262,3.37329363822937,3.3709757328033447,2.317983388900757
0,37,0.14228883385658264,2.9818153381347656,2.9799320697784424,1.8832430839538574
0,38,0.10416784882545471,3.1847522258758545,3.1825435161590576,2.2087950706481934
0,39,0.09831049293279648,3.0954461097717285,3.0931458473205566,2.3002049922943115
0,40,0.0847560465335846,3.233283758163452,3.2307775020599365,2.506293296813965
0,41,0.08237966895103455,3.230036735534668,3.227484941482544,2.5518288612365723
0,42,0.0708780288696289,2.856584310531616,2.8538689613342285,2.7152462005615234
0,43,0.06325165927410126,2.9214437007904053,2.9184675216674805,2.9762914180755615
0,44,0.061999768018722534,3.2122271060943604,3.209235429763794,2.9916832447052
0,45,0.05078908056020737,2.850839614868164,2.847604751586914,3.23488712310791
0,46,0.045126091688871384,3.1990458965301514,3.1956169605255127,3.4288244247436523
0,47,0.04070737585425377,3.0101664066314697,3.0066795349121094,3.486788749694824
0,48,0.03923633694648743,2.758129596710205,2.7546579837799072,3.471550703048706
0,49,0.036619313061237335,3.1070237159729004,3.1034717559814453,3.5519728660583496
0,50,0.033344369381666183,2.8313610553741455,2.827665090560913,3.69606876373291
0,51,0.0331324003636837,3.089089870452881,3.085482358932495,3.6075797080993652
0,52,0.0279838964343071,2.983454942703247,2.979642391204834,3.8125710487365723
0,53,0.025378311052918434,2.854686975479126,2.850728988647461,3.9579687118530273
0,54,0.02561497688293457,2.787449836730957,2.7835378646850586,3.912018060684204
0,55,0.02014874294400215,2.7595136165618896,2.7552924156188965,4.221249103546143
0,56,0.020826902240514755,2.746814727783203,2.7427148818969727,4.099955081939697
0,57,0.01971106417477131,2.736017942428589,2.7319908142089844,4.02714729309082
0,58,0.018161911517381668,2.615485668182373,2.611398935317993,4.0866923332214355
0,59,0.018160400912165642,2.8929800987243652,2.88891863822937,4.061359405517578
0,60,0.017385181039571762,2.894666910171509,2.8904993534088135,4.167606353759766
0,61,0.0149232167750597,2.6578729152679443,2.6534945964813232,4.378405570983887
0,62,0.013195902109146118,2.502563714981079,2.498145341873169,4.4183549880981445
