epoch,D_loss,G_loss,content_loss,gan_loss
1,0.5513393314679463,2.8751915963490804,2.8745207945505777,0.670804228981336
2,0.5036983064810435,2.2173031441370648,2.216610332330068,0.6928090532620748
3,0.5033815077940623,1.7964787220954894,1.7957856861750285,0.6930259517828623
4,0.5032886238892873,1.5261522761980693,1.5254591997464497,0.6930954519907634
5,0.503238533337911,1.3406123940149943,1.3399193127950033,0.6931219951311747
6,0.5032233397165934,1.2379987140496571,1.2373056316375732,0.6931290320555369
7,0.5032157798608144,1.1677990412712098,1.167105955282847,0.6931374108791352
8,0.5032142337163289,1.1120989330609639,1.111405838727951,0.6931377911567688
9,0.5032100411256154,1.0623487985134126,1.0616556708017986,0.6931406438350678
10,0.5032087882359823,1.0224207059542338,1.021727550427119,0.6931421645482381
11,0.5032083960374196,0.9855493847529093,0.9848562320073445,0.6931429878870646
12,0.5032077014446259,0.9505636314551036,0.9498704799016316,0.6931436796983083
13,0.5032076708475749,0.9213892869154612,0.9206961365540822,0.6931440504391988
14,0.5032076986630758,0.8928880635897318,0.8921949187914531,0.6931439073880513
15,0.5032060996691385,0.8675579456488292,0.8668648012479147,0.6931452250480652
16,0.5032054777940115,0.8440883215268453,0.8433951767285665,0.6931455465157826
17,0.5032059625784556,0.8201332290967306,0.8194400854905446,0.693145621617635
18,0.5032053943475088,0.8009439289569855,0.8002507861455281,0.6931459212303162
19,0.5032057404518128,0.7837836305300395,0.7830904881159465,0.6931460452079773
20,0.5032066182295482,0.7671669618288676,0.7664738190174103,0.6931455103556315
21,0.5032050061225891,0.7502338882287344,0.7495407458146414,0.6931462419033051
22,0.5032052751382192,0.7330524984995525,0.7323593560854594,0.6931463170051575
23,0.5032050935427348,0.7190795052051544,0.7183863627910614,0.693146360317866
24,0.50320494333903,0.7068036456902822,0.7061105032761892,0.693146493434906
25,0.5032048483689626,0.6928711442152659,0.6921780018011728,0.6931465764840444
26,0.5279141052563985,0.6789459339777628,0.6782627860705058,0.683150038321813
27,0.5033815813064575,0.6686770502726237,0.6679840596516927,0.6929895389080047
28,0.5032784990469614,0.6562072908878327,0.6555142140388489,0.6930782743295034
29,0.5032519352436066,0.646867890159289,0.6461747799317042,0.6931052072842916
30,0.5032364428043365,0.6374616340796153,0.6367685119311015,0.6931164467334747
31,0.5032276093959809,0.6272418781121571,0.6265487464269003,0.6931251923243205
32,0.5032241781552632,0.620379448334376,0.6196863132715226,0.6931286744276682
33,0.5032177146275838,0.6098082872231801,0.6091151456038157,0.6931341524918874
34,0.5032162435849508,0.603354433576266,0.6026612915595373,0.6931367735068004
35,0.5032144776980082,0.5940697928269704,0.5933766508102417,0.6931370214621226
36,0.5032116949558259,0.586347693602244,0.5856545515855154,0.6931398030122121
37,0.5032105537255606,0.5793536820014318,0.5786605395873388,0.6931409204006195
38,0.5032103955745697,0.5724175983667373,0.5717244559526443,0.6931416296958923
39,0.503210373322169,0.5660378235578537,0.5653446811437607,0.6931418832143148
40,0.5032085327307383,0.5607356725136439,0.5600425300995509,0.6931424756844838
41,0.5032095738252004,0.5543513077497483,0.5536581651369731,0.6931429453690847
42,0.5032081325848897,0.5483687283595403,0.5476755859454473,0.6931432000796001
43,0.5032071232795715,0.5410033359130224,0.5403101934989294,0.693144121170044
44,0.503207601706187,0.537875221769015,0.5371820791562398,0.6931443631649017
45,0.5032067652543386,0.5306446117162704,0.5299514693021774,0.6931446540355682
46,0.5032061656316121,0.5258832257986069,0.5251900833845139,0.6931450466314951
47,0.5032063881556194,0.5201358411709468,0.5194426985581716,0.6931453470389048
48,0.5032060674826304,0.5168161725997925,0.5161230301856995,0.693145436445872
49,0.5032060881455739,0.5124157377084096,0.5117225952943166,0.6931455794970195
50,0.5032056856155396,0.5091569854815801,0.508463842868805,0.6931456744670867
51,0.5032056450843811,0.502478137811025,0.501784995396932,0.6931460050741831
52,0.5032060261567434,0.5008645661671957,0.5001714237531026,0.6931458592414856
53,0.5032055536905925,0.49442316035429634,0.4937300179402033,0.6931458842754364
54,0.5032053820292155,0.49208703557650246,0.4913938929637273,0.6931461183230082
55,0.5032052874565125,0.4869562572240829,0.4862631148099899,0.6931463011105855
56,0.5032050947348277,0.4832070549329122,0.4825139125188192,0.6931463650862376
57,0.503205486536026,0.48140039285024006,0.48070725043614704,0.6931464179356893
58,0.5032055799166362,0.4754684394598007,0.4747752970457077,0.6931462073326111
59,0.5032050828138988,0.4742340179284414,0.47354087551434837,0.6931463932991028
60,0.5032049556573231,0.47115350325902305,0.47046036084493004,0.693146474758784
61,0.5032051805655161,0.46677808503309887,0.46608494261900585,0.6931465780735016
62,0.5032048686345418,0.4636159382263819,0.4629227958122889,0.6931466027100881
63,0.5032047688961029,0.46239103118578595,0.46169788877169293,0.6931466885407765
64,0.5032048388322194,0.45883014996846516,0.45813700755437214,0.6931467783451081
65,0.5032047156492869,0.45376499036947887,0.45307184795538585,0.6931467990080515
66,0.5032049616177877,0.4514273297786713,0.45073418736457826,0.6931468077500661
67,0.5032046870390574,0.4485486930608749,0.4478555506467819,0.6931468081474305
68,0.5032050196329753,0.4457235970099767,0.4450304545958837,0.6931467922528585
69,0.5032046683629354,0.44411080757776894,0.4434176651636759,0.6931468498706818
70,0.5032047017415364,0.44428227881590526,0.44358913620313006,0.6931468919912974
71,0.5032046663761139,0.4407752251625061,0.4400820825497309,0.6931469150384267
72,0.5032045503457387,0.43494198699792225,0.43424884458382923,0.693146987358729
73,0.5032046254475911,0.43498003562291465,0.43428689320882163,0.6931470076243083
74,0.503204711675644,0.4318263604243596,0.4311332180102666,0.6931470016638438
75,0.5032045980294545,0.4282852961619695,0.42759215374787646,0.693146999279658
76,0.5032050104935964,0.42584674576918286,0.42515360335508984,0.6931468284130097
77,0.5032045662403106,0.4264814805984497,0.42578833798567456,0.6931469563643138
78,0.5032046250502269,0.42657559553782143,0.4258824531237284,0.693147011200587
79,0.503204521338145,0.4198309765259425,0.41913783411184946,0.6931470696131389
80,0.5032045344511668,0.41960170765717825,0.41890856524308523,0.6931470918655396
81,0.5032044931252797,0.4144561676184336,0.4137630252043406,0.6931471161047618
82,0.5032044891516367,0.41321621378262835,0.41252307136853533,0.6931471339861552
83,0.5032046043872833,0.4118405363957087,0.4111473939816157,0.6931471137205759
84,0.5032044927279155,0.41057394246260326,0.40988080004851024,0.6931471312046051
85,0.5032045106093089,0.40960965792338055,0.40891651550928754,0.6931471371650696
86,0.503204478820165,0.4079125499725342,0.40721940755844116,0.6931471538543701
87,0.5032044728597005,0.4051462386051814,0.4044530961910884,0.6931471621990204
