epoch,D_loss,G_loss,content_loss,gan_loss
1,0.5490372522672018,3.032403752009074,3.0317376963297527,0.6660452036062876
2,0.5035835210482279,1.7533819683392842,1.7526890643437703,0.6928963947296143
3,0.5033052968978882,1.2589262187480927,1.2582331442832946,0.6930785282452901
4,0.5032409389813741,1.04949023882548,1.0487971397240956,0.6931164439519246
5,0.5032221134503683,0.9349234688282013,0.9342303411165873,0.6931266129016876
6,0.5032163695494334,0.8627637151877086,0.862070574760437,0.6931324704488119
7,0.5032135538260142,0.8035699772834778,0.802876835266749,0.6931362934907277
8,0.5032121551036834,0.759137742916743,0.75844460050265,0.6931384452184042
9,0.503210277557373,0.7238807614644368,0.7231876194477082,0.6931401181221009
10,0.503210023244222,0.6872904231150945,0.6865972810983658,0.6931410082181295
11,0.5032086340586345,0.6612393673261007,0.6605462249120077,0.6931423119703929
12,0.5032071101665497,0.6343028052647909,0.6336096628506979,0.6931436570485433
13,0.5032067012786865,0.6087433149417242,0.6080501725276312,0.693144215742747
14,0.5032066309452057,0.5879060663779576,0.5872129239638646,0.693144516547521
15,0.5173418656984965,0.5714887013037999,0.5708025544881821,0.686148463288943
16,0.6931655172506969,0.5535532261927922,0.5528605320056279,0.6926925583680471
17,0.6899422971407573,0.5375526972611745,0.5368644162019094,0.6882781442006429
18,0.5386801064014435,0.5236276052395503,0.5229392224550247,0.6883855191866557
19,0.5033215121428172,0.511542759736379,0.5108497220277787,0.6930367191632588
20,0.5032591656843821,0.49902048508326213,0.49832739412784577,0.6930952616532644
21,0.5032392859458923,0.4864302112658819,0.4857370946804682,0.6931139004230499
22,0.5032281732559204,0.47726190368334453,0.47656877636909484,0.6931230000654857
23,0.5032229733467102,0.47131008366743726,0.4706169470151265,0.6931300810972849
24,0.5032176276048025,0.46032222112019855,0.45962908148765563,0.6931334602832794
25,0.5032140052318573,0.4507343788941701,0.45004123787085215,0.6931369789441426
26,0.503213168780009,0.444056862394015,0.4433637205759684,0.6931386033693949
27,0.5032115133603414,0.4375509472688039,0.43685780505339306,0.6931398697694142
28,0.5032109208901723,0.4298324606815974,0.4291393182675044,0.6931407984097798
29,0.5032094248135884,0.42428535322348276,0.42359221080938975,0.6931418720881144
30,0.5032093767325083,0.4188407975435257,0.4181476551294327,0.6931421852111816
31,0.5032084953784942,0.4149162618319194,0.41422311902046205,0.6931430240472157
32,0.5032078452905019,0.4087634267409643,0.40807028432687126,0.693143580754598
33,0.5032071785132091,0.4035038896401723,0.4028107472260793,0.6931440071264903
34,0.5032070032755533,0.4006489805380503,0.3999558381239573,0.6931444156169891
35,0.5032067020734151,0.39540577967961626,0.39471263726552325,0.6931447378794352
36,0.5032067720095317,0.3899174755811691,0.3892243331670761,0.6931447676817576
37,0.5032060913244883,0.38744619985421497,0.38675305744012195,0.6931451932589213
38,0.5032059788703919,0.38390450994173686,0.38321136752764384,0.6931454110145568
39,0.5032057134310405,0.37818869411945344,0.3774955517053604,0.6931456732749939
40,0.5032057380676269,0.3764525705575943,0.3757594281435013,0.6931457853317261
41,0.5032055767377218,0.3722944615284602,0.37160131911436717,0.6931459446748097
42,0.5032055572668711,0.36801027158896127,0.36731712917486825,0.6931459772586822
43,0.5032054754098256,0.3686965654293696,0.3680034230152766,0.6931461493174235
44,0.5032052385807038,0.36264802038669586,0.36195487797260284,0.6931461811065673
45,0.5032053883870443,0.3605613859494527,0.3598682435353597,0.693146269718806
46,0.5032052318255107,0.35931265592575073,0.3586195135116577,0.6931462510426839
47,0.5032050816218058,0.3561928685506185,0.3554997261365255,0.6931463805834452
48,0.503205129702886,0.35180573344230653,0.3511125910282135,0.6931464469432831
49,0.5032049942016602,0.3513961464166641,0.3507030040025711,0.6931465113162995
50,0.5032049365838369,0.34771552463372546,0.34702238221963244,0.6931465729077657
51,0.503205060561498,0.3443133127689362,0.34362017035484316,0.6931465836366018
52,0.503204962015152,0.34144382297992704,0.340750680565834,0.6931466178099315
53,0.5032049119472504,0.3415359844764074,0.34084284206231436,0.6931467048327128
54,0.5032047971089681,0.3399599826335907,0.33926684021949766,0.6931466869513194
55,0.503204843600591,0.3379941419760386,0.3373009995619456,0.6931467612584432
56,0.5032047212123871,0.336424978574117,0.335731836160024,0.6931467831134797
57,0.5032046202818553,0.3313055199384689,0.3306123775243759,0.6931468741099039
58,0.5032047633330027,0.3284856309493383,0.3277924885352453,0.6931468737125397
59,0.5032046381632487,0.32682163308064144,0.3261284906665484,0.6931468983491261
60,0.5032045598824819,0.32592380781968433,0.3252306654055913,0.6931469571590424
61,0.5032046608130137,0.32522424072027206,0.32453109820683795,0.6931469742457071
