epoch,D_loss,G_loss,content_loss,gan_loss
1,0.1084199095874404,2.6305921260515848,2.6267660705248517,3.8260535593827565
2,0.0011809574374152967,1.2746758035818735,1.2674721117814383,7.203693208694458
3,0.00031286105038210127,0.9998723749319712,0.9915923762321472,8.279998585383098
4,0.06421499731436295,0.8858135374387105,0.8771249775091807,8.688559303283691
5,0.12122276686908057,0.8109395031134288,0.8059393902619679,5.000114252169927
6,0.0012270054151304066,0.7576606396834056,0.7508729938666026,6.787647527058919
7,0.0007257825116782139,0.714525957107544,0.707200739979744,7.325217034022013
8,0.0005193749450457593,0.6784045137961705,0.6707014620304108,7.703053572972616
9,0.06804592958942521,0.6464278771479924,0.6390099593003591,7.41791926694413
10,0.08260164745151996,0.612977971037229,0.6088237810134888,4.154190073211987
11,0.0075584856401352835,0.5947984796762467,0.5881918044885,6.606673747698466
12,0.0311248371261172,0.5724987401564916,0.5666674745082855,5.83126859386762
13,0.0012401588550225522,0.553884090979894,0.5466947174072265,7.189374427795411
14,0.00114079707088725,0.5377954425414403,0.5302455254395803,7.5499167728424075
15,0.0008836048434022814,0.5227785885334015,0.515035686691602,7.742901700337728
16,0.0013006973382046756,0.5080736565589905,0.5004000385602315,7.6736168384552
17,0.02641271654361238,0.49840231239795685,0.4923260430494944,6.076270397504171
18,0.00047404897147013494,0.4823750066757202,0.47452725112438204,7.847754468917847
19,0.0003042370596085675,0.47299524227778117,0.46471009771029154,8.285144278208415
20,0.0005797879290184938,0.46378713349501294,0.45582054297129315,7.966590706507365
21,0.0002717314541708523,0.4548434086640676,0.4458253937959671,9.01801407178243
22,0.00013325468501231323,0.44493807991345724,0.43568713366985323,9.25094607035319
23,0.00010376514990639407,0.43914182305335997,0.4296933009227117,9.448522415161133
24,9.409221238456666e-05,0.4307848952213923,0.42127408226331076,9.510813865661621
25,0.00796596624206965,0.4255676652987798,0.41698683361212413,8.580833113988241
26,0.00013668023360272248,0.4171719487508138,0.4074160291751226,9.755919259389241
27,9.200827473250684e-05,0.4103004374106725,0.4006361711025238,9.664264564514161
28,7.967637895490043e-05,0.4063232179482778,0.3964926451444626,9.830572547912597
29,7.177954049742159e-05,0.3999464795986811,0.3899716713031133,9.974806804656982
30,5.793864310059386e-05,0.3931617099046707,0.3831112164258957,10.050493596394857
31,5.480589214130305e-05,0.38921229898929594,0.3790693509578705,10.14294874827067
32,5.151120056931783e-05,0.3845105920235316,0.37431743582089744,10.19315584818522
33,5.226007729409806e-05,0.37959735016028084,0.3694621076186498,10.135241470336915
34,0.00014780311190406792,0.37824259519577025,0.3682179860273997,10.02460950533549
35,4.1479319685701434e-05,0.3727215546369553,0.36191755771636963,10.803996950785319
36,2.9601692494907185e-05,0.36819120585918425,0.3573881043990453,10.803100681304931
37,2.3950046385531703e-05,0.3649315502246221,0.3539539271593094,10.977622407277424
38,2.4998026735071713e-05,0.3615015059709549,0.3505935255686442,10.907979818979898
39,2.2254080189062127e-05,0.4417747747898102,0.4306182265281677,11.15654660542806
40,1.633667090572999e-05,0.4098313448826472,0.39845434844493866,11.376996618906658
41,1.9512492823802555e-05,0.3726127407948176,0.36151026308536527,11.102478154500325
42,0.06257636445587801,0.36370205879211426,0.3550087682406108,8.69329113960266
43,0.012590320309294233,0.35492000261942547,0.34735636750857035,7.563634400367737
44,0.00025951901586571087,0.34677679419517515,0.33803185741106667,8.744935903549194
45,0.00020558011092361995,0.3408645459016164,0.33197980642318725,8.884738642374675
46,0.0001826597778805687,0.33931192139784494,0.3303002615769704,9.011658992767334
47,0.00015409668757153364,0.3354233779509862,0.32631703674793244,9.106340246200562
48,0.00016047994751716032,0.3329650617639224,0.32378263731797535,9.182423845926921
49,0.00012067516295549771,0.330136021176974,0.3207569905122121,9.379030141830444
50,0.00011526990223501344,0.33064581334590915,0.321202174226443,9.443638696670533
51,0.00012128289560981405,0.3273931986093521,0.3179186396797498,9.47455909093221
52,0.001109335133442073,0.3302237774928411,0.3210498434305191,9.173934412002563
53,0.00013081074755367202,0.3228177793820699,0.3129344201087952,9.88335729598999
54,7.14124960116654e-05,0.31997040232022605,0.30978641788164774,10.183984400431315
55,6.124742085376056e-05,0.31877526611089707,0.30847779909769696,10.297467041015626
56,4.658715542367039e-05,0.3144177567958832,0.30402436504761376,10.393391723632812
57,4.209282772838681e-05,0.3168403409918149,0.3063040282328924,10.536311753590901
58,3.6931764655795025e-05,0.3107915447155635,0.30013785014549893,10.653693682352701
59,3.4601870083861286e-05,0.3125870658953985,0.3018518845240275,10.735181852976481
60,2.9682014295152232e-05,0.310854718486468,0.30007000476121903,10.784713497161865
